Year,Extent
1980,15.946
1980,15.945
1980,15.923
1980,15.986
1980,15.891
1980,15.813
1980,15.681
1980,15.664
1980,15.707
1980,15.653
1980,15.644
1980,15.652
1980,15.523
1980,15.509
1980,15.39
1980,15.376
1980,15.406
1980,15.259
1980,15.117
1980,14.996
1980,14.859
1980,14.718
1980,14.549
1980,14.412
1980,14.32
1980,14.186
1980,14.011
1980,13.843
1980,13.757
1980,13.672
1980,13.531
1980,13.405
1980,13.34
1980,13.206
1980,13.023
1980,12.916
1980,12.766
1980,12.706
1980,12.614
1980,12.61
1980,12.586
1980,12.468
1980,12.278
1980,12.269
1980,12.13
1980,12.043
1980,12.007
1980,11.842
1980,11.699
1980,11.585
1980,11.466
1980,11.283
1980,11.075
1980,10.983
1980,10.852
1980,10.7
1980,10.575
1980,10.307
1980,10.203
1980,9.946
1980,9.847
1980,9.779
1980,9.594
1980,9.358
1980,9.166
1980,9.065
1980,8.868
1980,8.76
1980,8.611
1980,8.548
1980,8.348
1980,8.202
1980,8.041
1980,7.82
1980,7.765
1980,7.761
1980,7.717
1980,7.758
1980,7.578
1980,7.667
1980,7.588
1980,7.6
1980,7.544
1980,7.555
1980,7.533
1980,7.574
1980,7.56
1980,7.557
1980,7.543
1980,7.602
1980,7.58
1980,7.651
1980,7.686
1980,7.782
1980,7.854
1980,7.966
1980,8.019
1980,8.223
1980,8.213
1980,8.485
1980,8.532
1980,8.809
1980,8.975
1980,9.161
1980,9.218
1980,9.272
1980,9.389
1980,9.468
1980,9.586
1980,9.643
1980,9.841
1980,9.911
1980,10.198
1980,10.42
1980,10.523
1980,10.652
1980,10.789
1980,10.88
1980,10.976
1980,11.087
1980,11.217
1980,11.337
1980,11.628
1980,11.78
1980,12.096
1980,12.256
1980,12.476
1980,12.626
1980,12.643
1980,13.032
1980,13.122
1980,13.298
1980,13.334
1980,13.569
1980,13.685
1980,13.91
1980,13.762
1980,13.697
1980,13.779
1980,13.798
1980,14
1980,14.172
1980,14.093
1981,14.256
1981,14.456
1981,14.435
1981,14.689
1981,14.619
1981,14.69
1981,14.649
1981,14.748
1981,14.998
1981,15.066
1981,15.055
1981,15.17
1981,15.244
1981,15.35
1981,15.503
1981,15.627
1981,15.646
1981,15.663
1981,15.629
1981,15.541
1981,15.44
1981,15.474
1981,15.482
1981,15.575
1981,15.592
1981,15.731
1981,15.654
1981,15.706
1981,15.667
1981,15.657
1981,15.628
1981,15.726
1981,15.646
1981,15.644
1981,15.733
1981,15.657
1981,15.801
1981,15.771
1981,15.528
1981,15.621
1981,15.535
1981,15.559
1981,15.626
1981,15.517
1981,15.481
1981,15.44
1981,15.221
1981,15.224
1981,15.242
1981,15.202
1981,15.135
1981,15.11
1981,15.086
1981,14.983
1981,14.95
1981,14.92
1981,14.844
1981,14.714
1981,14.564
1981,14.514
1981,14.272
1981,14.285
1981,14.249
1981,14.077
1981,14.083
1981,14.072
1981,14.025
1981,13.928
1981,13.843
1981,13.752
1981,13.568
1981,13.464
1981,13.378
1981,13.333
1981,13.275
1981,13.222
1981,13.059
1981,13.002
1981,12.954
1981,12.863
1981,12.721
1981,12.652
1981,12.487
1981,12.465
1981,12.364
1981,12.216
1981,12.064
1981,12.003
1981,12.013
1981,11.796
1981,11.787
1981,11.428
1981,11.33
1981,11.181
1981,11.022
1981,10.894
1981,10.691
1981,10.643
1981,10.354
1981,10.127
1981,9.826
1981,9.788
1981,9.538
1981,9.22
1981,9.106
1981,8.917
1981,8.733
1981,8.587
1981,8.326
1981,8.176
1981,8
1981,7.917
1981,7.883
1981,7.804
1981,7.724
1981,7.667
1981,7.593
1981,7.53
1981,7.495
1981,7.408
1981,7.296
1981,7.37
1981,7.203
1981,7.162
1981,6.992
1981,7.046
1981,6.902
1981,6.904
1981,6.952
1981,6.951
1981,7.002
1981,7.053
1981,7.231
1981,7.261
1981,7.303
1981,7.489
1981,7.626
1981,7.987
1981,8.087
1981,8.151
1981,8.354
1981,8.416
1981,8.63
1981,8.904
1981,9.037
1981,9.062
1981,9.134
1981,9.096
1981,9.233
1981,9.425
1981,9.609
1981,9.719
1981,9.905
1981,9.929
1981,10.337
1981,10.518
1981,10.51
1981,10.631
1981,10.908
1981,10.965
1981,11.197
1981,11.177
1981,11.273
1981,11.417
1981,11.611
1981,11.675
1981,11.882
1981,11.99
1981,12.336
1981,12.507
1981,12.698
1981,12.816
1981,12.948
1981,13.217
1981,13.418
1981,13.635
1981,13.802
1981,13.893
1981,13.877
1981,14.016
1981,13.953
1981,14.128
1981,14.224
1982,14.479
1982,14.642
1982,14.88
1982,14.993
1982,15.052
1982,15.141
1982,15.138
1982,15.22
1982,15.227
1982,15.208
1982,15.283
1982,15.391
1982,15.547
1982,15.695
1982,15.755
1982,15.836
1982,15.841
1982,15.85
1982,15.797
1982,15.829
1982,15.748
1982,15.854
1982,15.857
1982,16.058
1982,16.087
1982,16.094
1982,16.143
1982,16.31
1982,16.325
1982,16.234
1982,16.293
1982,16.315
1982,16.309
1982,16.123
1982,16.099
1982,16.005
1982,15.955
1982,15.905
1982,15.938
1982,15.911
1982,15.898
1982,15.929
1982,15.875
1982,15.931
1982,15.982
1982,15.945
1982,15.943
1982,15.859
1982,15.581
1982,15.577
1982,15.491
1982,15.627
1982,15.528
1982,15.448
1982,15.387
1982,15.276
1982,15.135
1982,15.105
1982,15.091
1982,14.997
1982,14.786
1982,14.679
1982,14.511
1982,14.319
1982,14.222
1982,14.137
1982,14.083
1982,14.003
1982,13.853
1982,13.653
1982,13.576
1982,13.583
1982,13.543
1982,13.38
1982,13.27
1982,13.091
1982,12.99
1982,12.874
1982,12.834
1982,12.75
1982,12.709
1982,12.678
1982,12.652
1982,12.476
1982,12.317
1982,12.145
1982,12.079
1982,11.918
1982,11.868
1982,11.76
1982,11.425
1982,11.442
1982,11.344
1982,11.165
1982,11.043
1982,10.816
1982,10.664
1982,10.436
1982,10.264
1982,10.179
1982,10.022
1982,9.782
1982,9.638
1982,9.417
1982,9.22
1982,9.016
1982,8.939
1982,8.746
1982,8.672
1982,8.45
1982,8.437
1982,8.366
1982,8.152
1982,8.008
1982,8.027
1982,7.915
1982,7.79
1982,7.759
1982,7.7
1982,7.582
1982,7.55
1982,7.404
1982,7.248
1982,7.233
1982,7.182
1982,7.18
1982,7.173
1982,7.16
1982,7.196
1982,7.197
1982,7.224
1982,7.329
1982,7.422
1982,7.417
1982,7.495
1982,7.666
1982,7.768
1982,8.016
1982,8.184
1982,8.331
1982,8.875
1982,9.179
1982,9.429
1982,9.608
1982,9.797
1982,9.836
1982,9.847
1982,10.067
1982,10.198
1982,10.423
1982,10.564
1982,10.615
1982,10.817
1982,10.893
1982,11.131
1982,11.03
1982,11.203
1982,11.348
1982,11.573
1982,11.792
1982,11.774
1982,11.698
1982,11.854
1982,11.929
1982,12.192
1982,12.483
1982,12.695
1982,12.822
1982,12.866
1982,12.963
1982,13.223
1982,13.351
1982,13.503
1982,13.606
1982,13.84
1982,13.895
1982,14.016
1982,13.963
1982,14.093
1982,14.183
1982,14.144
1982,14.159
1983,14.253
1983,14.306
1983,14.494
1983,14.467
1983,14.615
1983,14.648
1983,14.622
1983,14.916
1983,15.014
1983,15.052
1983,15.314
1983,15.396
1983,15.347
1983,15.401
1983,15.554
1983,15.68
1983,15.737
1983,15.719
1983,15.695
1983,15.822
1983,15.791
1983,15.999
1983,16.056
1983,15.971
1983,16.056
1983,16.167
1983,16.238
1983,16.28
1983,16.352
1983,16.203
1983,16.049
1983,15.958
1983,15.971
1983,16.101
1983,16.172
1983,16.349
1983,16.412
1983,16.214
1983,16.069
1983,16.212
1983,16.057
1983,15.976
1983,15.964
1983,15.926
1983,15.849
1983,15.886
1983,15.914
1983,15.734
1983,15.706
1983,15.528
1983,15.574
1983,15.317
1983,15.145
1983,15.063
1983,14.839
1983,14.819
1983,14.695
1983,14.553
1983,14.442
1983,14.366
1983,14.045
1983,13.929
1983,13.935
1983,13.787
1983,13.703
1983,13.64
1983,13.587
1983,13.502
1983,13.433
1983,13.319
1983,13.313
1983,13.27
1983,13.209
1983,13.132
1983,13.052
1983,13.005
1983,12.837
1983,12.764
1983,12.69
1983,12.59
1983,12.54
1983,12.412
1983,12.311
1983,12.276
1983,12.146
1983,12.16
1983,12.111
1983,11.965
1983,11.989
1983,11.896
1983,11.748
1983,11.515
1983,11.398
1983,11.261
1983,11.233
1983,11.108
1983,11.088
1983,10.913
1983,10.767
1983,10.491
1983,10.214
1983,10.076
1983,9.911
1983,9.655
1983,9.56
1983,9.364
1983,9.224
1983,9.046
1983,8.935
1983,8.731
1983,8.638
1983,8.46
1983,8.32
1983,8.073
1983,7.948
1983,7.899
1983,7.903
1983,7.777
1983,7.639
1983,7.534
1983,7.445
1983,7.402
1983,7.321
1983,7.314
1983,7.243
1983,7.204
1983,7.238
1983,7.305
1983,7.246
1983,7.261
1983,7.322
1983,7.499
1983,7.412
1983,7.425
1983,7.519
1983,7.731
1983,7.879
1983,8.143
1983,8.38
1983,8.638
1983,8.774
1983,8.943
1983,9.123
1983,9.205
1983,9.453
1983,9.585
1983,9.673
1983,9.878
1983,10.085
1983,9.558
1983,10.259
1983,10.314
1983,10.549
1983,10.737
1983,10.883
1983,10.84
1983,10.956
1983,11.172
1983,11.322
1983,11.473
1983,11.635
1983,11.802
1983,11.9
1983,11.934
1983,12.167
1983,12.208
1983,12.337
1983,12.769
1983,12.664
1983,12.877
1983,13.042
1983,13.043
1983,13.192
1983,13.344
1983,13.366
1983,13.325
1983,13.322
1983,13.326
1983,13.539
1983,13.54
1983,13.664
1983,13.855
1983,13.907
1984,14.103
1984,14.237
1984,14.262
1984,14.303
1984,14.387
1984,14.37
1984,14.388
1984,14.411
1984,14.302
1984,14.505
1984,14.626
1984,14.703
1984,14.788
1984,14.821
1984,14.893
1984,15.026
1984,15.107
1984,15.107
1984,15.08
1984,14.988
1984,15.181
1984,15.178
1984,15.335
1984,15.427
1984,15.47
1984,15.456
1984,15.467
1984,15.534
1984,15.561
1984,15.567
1984,15.431
1984,15.483
1984,15.554
1984,15.57
1984,15.587
1984,15.58
1984,15.676
1984,15.764
1984,15.809
1984,15.78
1984,15.614
1984,15.479
1984,15.486
1984,15.504
1984,15.446
1984,15.389
1984,15.335
1984,15.268
1984,15.16
1984,15.321
1984,15.287
1984,15.107
1984,15.085
1984,15.037
1984,14.973
1984,14.897
1984,14.699
1984,14.678
1984,14.608
1984,14.373
1984,14.194
1984,14.009
1984,13.976
1984,13.907
1984,13.816
1984,13.724
1984,13.764
1984,13.621
1984,13.451
1984,13.487
1984,13.367
1984,13.401
1984,13.289
1984,13.192
1984,13.035
1984,12.994
1984,12.828
1984,12.644
1984,12.526
1984,12.439
1984,12.354
1984,12.294
1984,12.254
1984,12.192
1984,12.079
1984,12.018
1984,11.966
1984,11.877
1984,11.783
1984,11.582
1984,11.439
1984,11.202
1984,10.989
1984,10.807
1984,10.699
1984,10.477
1984,10.183
1984,10.117
1984,9.929
1984,9.711
1984,9.629
1984,9.472
1984,9.368
1984,9.298
1984,8.875
1984,8.907
1984,8.745
1984,8.496
1984,8.303
1984,8.189
1984,8.027
1984,8.002
1984,7.918
1984,7.816
1984,7.698
1984,7.548
1984,7.461
1984,7.401
1984,7.346
1984,7.272
1984,7.057
1984,7.058
1984,6.828
1984,6.697
1984,6.528
1984,6.509
1984,6.501
1984,6.422
1984,6.461
1984,6.396
1984,6.514
1984,6.728
1984,6.974
1984,7.178
1984,7.338
1984,7.455
1984,7.549
1984,7.745
1984,7.947
1984,8.057
1984,8.227
1984,8.188
1984,8.26
1984,8.334
1984,8.354
1984,8.513
1984,8.638
1984,8.933
1984,9.116
1984,9.266
1984,9.398
1984,9.433
1984,9.565
1984,9.819
1984,9.969
1984,10.081
1984,10.224
1984,10.558
1984,10.578
1984,10.795
1984,11.072
1984,11.219
1984,11.518
1984,11.641
1984,11.812
1984,11.903
1984,11.869
1984,11.968
1984,12.263
1984,12.397
1984,12.712
1984,12.738
1984,12.837
1984,13.018
1984,13.124
1984,13.025
1984,13.24
1984,13.202
1984,13.307
1984,13.323
1984,13.394
1984,13.494
1984,13.789
1985,14.045
1985,14.24
1985,14.406
1985,14.432
1985,14.455
1985,14.584
1985,14.568
1985,14.71
1985,14.88
1985,14.906
1985,14.945
1985,15.036
1985,15.186
1985,15.313
1985,15.167
1985,15.252
1985,15.298
1985,15.445
1985,15.441
1985,15.549
1985,15.447
1985,15.448
1985,15.554
1985,15.473
1985,15.368
1985,15.498
1985,15.447
1985,15.568
1985,15.732
1985,15.791
1985,15.698
1985,15.706
1985,15.681
1985,15.575
1985,15.614
1985,15.914
1985,16.094
1985,16.163
1985,16.059
1985,16.044
1985,16.063
1985,16.027
1985,16.019
1985,15.957
1985,15.77
1985,15.58
1985,15.576
1985,15.535
1985,15.459
1985,15.445
1985,15.524
1985,15.432
1985,15.511
1985,15.454
1985,15.252
1985,15.226
1985,15.225
1985,15.109
1985,15.065
1985,14.955
1985,14.714
1985,14.655
1985,14.56
1985,14.394
1985,14.32
1985,14.282
1985,14.172
1985,14.077
1985,13.914
1985,13.896
1985,13.868
1985,13.705
1985,13.625
1985,13.58
1985,13.339
1985,13.063
1985,12.935
1985,12.783
1985,12.731
1985,12.674
1985,12.475
1985,12.303
1985,12.217
1985,12.109
1985,11.88
1985,11.81
1985,11.805
1985,11.61
1985,11.498
1985,11.393
1985,11.135
1985,10.926
1985,10.791
1985,10.652
1985,10.382
1985,10.399
1985,10.112
1985,9.839
1985,9.702
1985,9.441
1985,9.213
1985,9.114
1985,8.851
1985,8.656
1985,8.4
1985,8.3
1985,8.152
1985,8.074
1985,7.995
1985,7.754
1985,7.639
1985,7.525
1985,7.442
1985,7.331
1985,7.212
1985,7.19
1985,7.139
1985,7.012
1985,6.907
1985,6.863
1985,6.793
1985,6.724
1985,6.61
1985,6.505
1985,6.496
1985,6.486
1985,6.495
1985,6.558
1985,6.568
1985,6.657
1985,6.725
1985,6.745
1985,6.799
1985,6.993
1985,6.992
1985,7.112
1985,7.365
1985,7.585
1985,7.642
1985,7.985
1985,8.013
1985,8.129
1985,8.442
1985,8.562
1985,8.708
1985,8.699
1985,8.783
1985,8.959
1985,9.116
1985,9.33
1985,9.566
1985,9.851
1985,10.219
1985,10.238
1985,10.37
1985,10.471
1985,10.47
1985,10.77
1985,10.992
1985,11.083
1985,11.041
1985,11.255
1985,11.442
1985,11.597
1985,11.723
1985,11.77
1985,11.927
1985,12.305
1985,12.314
1985,12.469
1985,12.619
1985,12.734
1985,12.771
1985,12.818
1985,13.065
1985,13.263
1985,13.271
1985,13.45
1985,13.642
1985,13.756
1985,13.571
1985,13.701
1986,14.036
1986,14.292
1986,14.489
1986,14.533
1986,14.628
1986,14.795
1986,14.901
1986,14.991
1986,14.981
1986,15.159
1986,15.252
1986,15.214
1986,15.322
1986,15.241
1986,15.194
1986,15.206
1986,15.331
1986,15.427
1986,15.546
1986,15.724
1986,15.802
1986,15.845
1986,15.724
1986,15.836
1986,15.949
1986,15.913
1986,15.966
1986,16.008
1986,15.934
1986,15.983
1986,16.02
1986,16.023
1986,16.031
1986,16.084
1986,16.158
1986,16.14
1986,16.018
1986,16.02
1986,15.941
1986,15.791
1986,15.772
1986,15.74
1986,15.672
1986,15.589
1986,15.643
1986,15.636
1986,15.629
1986,15.427
1986,15.302
1986,15.292
1986,15.182
1986,15.13
1986,15.019
1986,15.008
1986,14.872
1986,14.858
1986,14.703
1986,14.681
1986,14.629
1986,14.514
1986,14.275
1986,14.12
1986,13.925
1986,13.81
1986,13.602
1986,13.492
1986,13.424
1986,13.338
1986,13.264
1986,13.215
1986,13.192
1986,13.078
1986,12.977
1986,12.83
1986,12.781
1986,12.75
1986,12.567
1986,12.412
1986,12.26
1986,12.13
1986,12.191
1986,12.158
1986,11.999
1986,11.921
1986,11.965
1986,11.861
1986,11.837
1986,11.797
1986,11.637
1986,11.547
1986,11.357
1986,11.147
1986,11.162
1986,11.031
1986,10.882
1986,10.723
1986,10.571
1986,10.461
1986,10.211
1986,10.01
1986,9.759
1986,9.574
1986,9.323
1986,9.256
1986,9.111
1986,8.976
1986,8.762
1986,8.649
1986,8.51
1986,8.373
1986,8.2
1986,8.042
1986,7.934
1986,7.912
1986,7.908
1986,7.799
1986,7.706
1986,7.722
1986,7.661
1986,7.577
1986,7.498
1986,7.42
1986,7.229
1986,7.21
1986,7.122
1986,7.192
1986,7.187
1986,7.214
1986,7.3
1986,7.328
1986,7.398
1986,7.443
1986,7.537
1986,7.529
1986,7.724
1986,7.773
1986,7.974
1986,8.338
1986,8.659
1986,8.827
1986,9.025
1986,9.12
1986,9.267
1986,9.4
1986,9.528
1986,9.725
1986,9.897
1986,9.986
1986,10.005
1986,10.024
1986,10.141
1986,10.317
1986,10.473
1986,10.506
1986,10.639
1986,10.874
1986,11.03
1986,11.093
1986,11.484
1986,11.741
1986,11.735
1986,11.796
1986,11.832
1986,11.959
1986,12.142
1986,12.227
1986,12.268
1986,12.591
1986,12.649
1986,12.717
1986,12.775
1986,12.822
1986,12.88
1986,12.903
1986,13.03
1986,13.17
1986,13.373
1986,13.523
1986,13.672
1986,13.695
1986,13.766
1986,13.904
1986,14.089
1987,14.305
1987,14.417
1987,14.515
1987,14.688
1987,14.692
1987,14.771
1987,14.732
1987,14.797
1987,14.943
1987,15.022
1987,15.299
1987,15.408
1987,15.55
1987,15.621
1987,15.787
1987,15.81
1987,15.898
1987,15.877
1987,15.94
1987,15.934
1987,15.9
1987,15.952
1987,15.977
1987,16.169
1987,16.136
1987,16.293
1987,16.275
1987,16.276
1987,16.265
1987,16.059
1987,15.874
1987,15.936
1987,15.78
1987,15.713
1987,15.778
1987,15.844
1987,15.902
1987,15.886
1987,15.75
1987,15.78
1987,15.778
1987,15.708
1987,15.754
1987,15.804
1987,15.709
1987,15.626
1987,15.506
1987,15.539
1987,15.541
1987,15.573
1987,15.408
1987,15.374
1987,15.414
1987,15.247
1987,15.151
1987,14.991
1987,14.869
1987,14.742
1987,14.629
1987,14.553
1987,14.292
1987,14.241
1987,14.118
1987,13.996
1987,13.932
1987,13.886
1987,13.806
1987,13.735
1987,13.72
1987,13.596
1987,13.406
1987,13.417
1987,13.423
1987,13.342
1987,13.234
1987,13.042
1987,12.995
1987,12.866
1987,12.739
1987,12.677
1987,12.658
1987,12.553
1987,12.482
1987,12.474
1987,12.396
1987,12.288
1987,12.217
1987,12.067
1987,11.956
1987,11.875
1987,11.423
1987,11.329
1987,11.232
1987,11.126
1987,11.021
1987,10.819
1987,10.632
1987,10.525
1987,10.312
1987,10.068
1987,9.89
1987,9.711
1987,9.62
1987,9.469
1987,9.165
1987,8.979
1987,8.67
1987,8.371
1987,8.242
1987,8.165
1987,8.072
1987,7.793
1987,7.557
1987,7.382
1987,7.39
1987,7.319
1987,7.21
1987,7.21
1987,7.265
1987,7.216
1987,7.157
1987,7.145
1987,7.079
1987,7.123
1987,7.041
1987,7.019
1987,7.072
1987,6.967
1987,6.89
1987,6.909
1987,7.008
1987,7.041
1987,7.059
1987,7.087
1987,7.041
1987,7.145
1987,7.106
1987,7.121
1987,7.127
1987,7.174
1987,7.19
1987,7.177
1987,7.117
1987,7.223
1987,7.205
1987,7.233
1987,7.353
1987,7.397
1987,7.459
1987,7.51
1987,7.571
1987,7.648
1987,7.665
1987,7.653
1987,7.694
1987,7.757
1987,7.834
1987,8.039
1987,8.221
1987,8.311
1987,8.508
1987,8.486
1987,8.587
1987,8.635
1987,8.675
1987,8.691
1987,8.851
1987,8.874
1987,8.837
1987,8.984
1987,9.088
1987,8.996
1987,8.997
1987,9.04
1987,9.046
1987,9.141
1987,9.228
1987,9.322
1987,9.441
1987,9.471
1987,9.498
1987,9.468
1987,9.448
1987,9.478
1987,9.587
1987,9.709
1987,9.867
1987,9.988
1987,10.163
1987,10.214
1987,10.256
1987,10.297
1987,10.381
1987,10.404
1987,10.482
1987,10.599
1987,10.679
1987,10.771
1987,10.89
1987,10.973
1987,11.139
1987,11.203
1987,11.302
1987,11.436
1987,11.508
1987,11.448
1987,11.485
1987,11.592
1987,11.635
1987,11.712
1987,11.745
1987,11.847
1987,11.934
1987,12.003
1987,12.073
1987,12.137
1987,12.185
1987,12.228
1987,12.497
1987,12.584
1988,14.826
1988,14.854
1988,14.973
1988,14.987
1988,15
1988,15.051
1988,15.047
1988,15.049
1988,15.113
1988,15.09
1988,15.085
1988,15.022
1988,15.02
1988,15.115
1988,15.163
1988,15.241
1988,15.278
1988,15.362
1988,15.443
1988,15.56
1988,15.568
1988,15.462
1988,15.479
1988,15.413
1988,15.448
1988,15.313
1988,15.309
1988,15.276
1988,15.304
1988,15.292
1988,15.326
1988,15.332
1988,15.363
1988,15.379
1988,15.476
1988,15.443
1988,15.471
1988,15.546
1988,15.639
1988,15.73
1988,15.831
1988,16.015
1988,15.906
1988,15.836
1988,15.962
1988,16.017
1988,16.111
1988,16.111
1988,16.129
1988,16.162
1988,16.179
1988,16.099
1988,16.137
1988,16.169
1988,16.24
1988,16.247
1988,16.244
1988,16.309
1988,16.296
1988,16.276
1988,16.182
1988,16.013
1988,15.983
1988,15.96
1988,15.847
1988,15.871
1988,15.835
1988,15.815
1988,15.758
1988,15.861
1988,15.781
1988,15.743
1988,15.702
1988,15.748
1988,15.737
1988,15.676
1988,15.63
1988,15.522
1988,15.523
1988,15.523
1988,15.562
1988,15.598
1988,15.601
1988,15.534
1988,15.514
1988,15.536
1988,15.49
1988,15.489
1988,15.447
1988,15.341
1988,15.273
1988,15.193
1988,15.179
1988,15.164
1988,15.152
1988,15.107
1988,15.031
1988,15.062
1988,15.037
1988,14.91
1988,14.917
1988,14.829
1988,14.62
1988,14.617
1988,14.584
1988,14.637
1988,14.635
1988,14.578
1988,14.54
1988,14.362
1988,14.318
1988,14.298
1988,14.234
1988,14.159
1988,14.112
1988,14.057
1988,14.02
1988,13.957
1988,13.909
1988,13.827
1988,13.765
1988,13.696
1988,13.657
1988,13.599
1988,13.589
1988,13.513
1988,13.486
1988,13.391
1988,13.289
1988,13.224
1988,13.17
1988,13.125
1988,13.098
1988,13.078
1988,13.034
1988,12.983
1988,12.918
1988,12.871
1988,12.828
1988,12.82
1988,12.608
1988,12.527
1988,12.448
1988,12.451
1988,12.454
1988,12.411
1988,12.384
1988,12.336
1988,12.211
1988,12.177
1988,12.183
1988,12.116
1988,12.048
1988,12.044
1988,12.045
1988,11.961
1988,11.978
1988,11.869
1988,11.803
1988,11.739
1988,11.752
1988,11.693
1988,11.571
1988,11.543
1988,11.635
1988,11.39
1988,11.376
1988,11.267
1988,11.145
1988,11.138
1988,10.98
1988,10.919
1988,10.885
1988,10.769
1988,10.712
1988,10.61
1988,10.49
1988,10.387
1988,10.306
1988,10.267
1988,10.218
1988,10.141
1988,9.982
1988,9.939
1988,9.765
1988,9.738
1988,9.719
1988,9.673
1988,9.568
1988,9.527
1988,9.459
1988,9.376
1988,9.191
1988,9.045
1988,9.095
1988,9.09
1988,8.995
1988,8.925
1988,8.803
1988,8.778
1988,8.717
1988,8.588
1988,8.518
1988,8.478
1988,8.427
1988,8.382
1988,8.413
1988,8.355
1988,8.399
1988,8.27
1988,8.107
1988,8.114
1988,8.017
1988,8.005
1988,7.949
1988,7.922
1988,7.865
1988,7.84
1988,7.731
1988,7.719
1988,7.735
1988,7.719
1988,7.635
1988,7.524
1988,7.5
1988,7.372
1988,7.442
1988,7.442
1988,7.298
1988,7.264
1988,7.302
1988,7.307
1988,7.189
1988,7.217
1988,7.205
1988,7.183
1988,7.18
1988,7.181
1988,7.213
1988,7.144
1988,7.175
1988,7.121
1988,7.048
1988,7.144
1988,7.198
1988,7.208
1988,7.276
1988,7.294
1988,7.394
1988,7.409
1988,7.438
1988,7.449
1988,7.455
1988,7.462
1988,7.5
1988,7.477
1988,7.57
1988,7.653
1988,7.669
1988,7.766
1988,7.873
1988,7.979
1988,8.069
1988,8.185
1988,8.155
1988,8.232
1988,8.305
1988,8.482
1988,8.575
1988,8.649
1988,8.675
1988,8.77
1988,8.81
1988,8.868
1988,8.959
1988,9.171
1988,9.289
1988,9.358
1988,9.34
1988,9.34
1988,9.377
1988,9.421
1988,9.445
1988,9.537
