Year,Extent
1988,9.561
1988,9.61
1988,9.7
1988,9.797
1988,9.828
1988,9.8
1988,9.879
1988,9.978
1988,10.021
1988,10.162
1988,10.21
1988,10.36
1988,10.373
1988,10.391
1988,10.436
1988,10.555
1988,10.642
1988,10.767
1988,10.895
1988,10.951
1988,11.069
1988,11.175
1988,11.297
1988,11.397
1988,11.512
1988,11.511
1988,11.523
1988,11.574
1988,11.667
1988,11.761
1988,11.913
1988,11.997
1988,12.055
1988,12.096
1988,12.116
1988,12.203
1988,12.326
1988,12.465
1988,12.526
1988,12.699
1988,12.704
1988,12.827
1988,12.905
1988,13.008
1988,13.117
1988,13.181
1988,13.292
1988,13.303
1988,13.374
1988,13.437
1988,13.512
1988,13.629
1988,13.695
1988,13.746
1988,13.749
1988,13.778
1988,13.747
1988,13.819
1988,13.815
1988,13.919
1988,13.976
1988,14.099
1988,14.071
1988,14.103
1988,14.124
1988,14.116
1988,14.115
1988,14.141
1988,14.18
1988,14.211
1989,14.261
1989,14.313
1989,14.402
1989,14.417
1989,14.381
1989,14.359
1989,14.42
1989,14.548
1989,14.701
1989,14.755
1989,14.819
1989,14.886
1989,14.921
1989,14.997
1989,15.011
1989,14.956
1989,15.012
1989,15.08
1989,15.166
1989,15.165
1989,15.265
1989,15.288
1989,15.378
1989,15.369
1989,15.38
1989,15.373
1989,15.43
1989,15.502
1989,15.364
1989,15.319
1989,15.361
1989,15.386
1989,15.427
1989,15.454
1989,15.378
1989,15.482
1989,15.463
1989,15.485
1989,15.515
1989,15.577
1989,15.594
1989,15.473
1989,15.383
1989,15.424
1989,15.465
1989,15.503
1989,15.368
1989,15.314
1989,15.396
1989,15.455
1989,15.469
1989,15.467
1989,15.534
1989,15.571
1989,15.638
1989,15.664
1989,15.655
1989,15.68
1989,15.655
1989,15.557
1989,15.607
1989,15.686
1989,15.72
1989,15.689
1989,15.766
1989,15.646
1989,15.564
1989,15.442
1989,15.388
1989,15.409
1989,15.295
1989,15.367
1989,15.385
1989,15.413
1989,15.338
1989,15.295
1989,15.308
1989,15.4
1989,15.431
1989,15.464
1989,15.397
1989,15.362
1989,15.329
1989,15.283
1989,15.235
1989,15.238
1989,15.302
1989,15.277
1989,15.281
1989,15.248
1989,15.116
1989,14.993
1989,14.933
1989,15.029
1989,15.012
1989,14.968
1989,14.857
1989,14.772
1989,14.724
1989,14.656
1989,14.648
1989,14.591
1989,14.516
1989,14.349
1989,14.37
1989,14.265
1989,14.239
1989,14.064
1989,14.004
1989,13.996
1989,13.959
1989,13.963
1989,13.929
1989,13.898
1989,13.794
1989,13.754
1989,13.679
1989,13.627
1989,13.577
1989,13.57
1989,13.363
1989,13.342
1989,13.369
1989,13.319
1989,13.252
1989,13.25
1989,13.24
1989,13.247
1989,13.189
1989,13.187
1989,13.122
1989,13.094
1989,13.058
1989,13.084
1989,13.051
1989,13.008
1989,12.975
1989,12.922
1989,13.027
1989,12.96
1989,12.923
1989,12.886
1989,12.874
1989,12.856
1989,12.878
1989,12.849
1989,12.853
1989,12.807
1989,12.823
1989,12.766
1989,12.794
1989,12.729
1989,12.687
1989,12.643
1989,12.638
1989,12.641
1989,12.601
1989,12.561
1989,12.541
1989,12.506
1989,12.452
1989,12.422
1989,12.455
1989,12.414
1989,12.341
1989,12.336
1989,12.308
1989,12.235
1989,12.233
1989,12.171
1989,12.118
1989,12.066
1989,11.966
1989,11.957
1989,11.927
1989,11.892
1989,11.804
1989,11.749
1989,11.692
1989,11.635
1989,11.616
1989,11.34
1989,11.277
1989,11.128
1989,11.164
1989,11.068
1989,11.002
1989,10.914
1989,10.86
1989,10.861
1989,10.711
1989,10.633
1989,10.597
1989,10.514
1989,10.3
1989,10.199
1989,10.165
1989,10.104
1989,9.99
1989,9.837
1989,9.662
1989,9.627
1989,9.607
1989,9.497
1989,9.419
1989,9.338
1989,9.304
1989,9.13
1989,9.099
1989,8.953
1989,8.861
1989,8.86
1989,8.83
1989,8.765
1989,8.69
1989,8.548
1989,8.474
1989,8.417
1989,8.319
1989,8.295
1989,8.237
1989,8.195
1989,8.113
1989,8.048
1989,8.02
1989,7.93
1989,7.887
1989,7.906
1989,7.844
1989,7.783
1989,7.605
1989,7.527
1989,7.469
1989,7.407
1989,7.443
1989,7.457
1989,7.459
1989,7.475
1989,7.354
1989,7.351
1989,7.182
1989,7.157
1989,7.148
1989,7.088
1989,7.075
1989,7.082
1989,7.003
1989,6.998
1989,6.991
1989,6.959
1989,6.98
1989,6.95
1989,6.907
1989,6.903
1989,6.922
1989,6.908
1989,6.907
1989,6.894
1989,6.968
1989,6.95
1989,6.964
1989,6.976
1989,6.901
1989,6.918
1989,6.888
1989,6.917
1989,6.979
1989,7.053
1989,7.197
1989,7.229
1989,7.267
1989,7.213
1989,7.263
1989,7.453
1989,7.493
1989,7.588
1989,7.684
1989,7.687
1989,7.776
1989,7.917
1989,8.011
1989,8.077
1989,8.145
1989,8.263
1989,8.448
1989,8.6
1989,8.591
1989,8.664
1989,8.791
1989,8.897
1989,9.098
1989,9.255
1989,9.331
1989,9.424
1989,9.524
1989,9.622
1989,9.688
1989,9.735
1989,9.844
1989,9.925
1989,9.965
1989,10.042
1989,10.086
1989,10.072
1989,10.213
1989,10.294
1989,10.302
1989,10.348
1989,10.395
1989,10.419
1989,10.412
1989,10.461
1989,10.593
1989,10.696
1989,10.697
1989,10.667
1989,10.713
1989,10.794
1989,10.903
1989,10.842
1989,10.972
1989,11.049
1989,11.123
1989,11.262
1989,11.469
1989,11.577
1989,11.737
1989,11.919
1989,12.037
1989,12.117
1989,12.196
1989,12.334
1989,12.417
1989,12.499
1989,12.597
1989,12.705
1989,12.85
1989,12.988
1989,13.01
1989,13.018
1989,13.059
1989,13.083
1989,13.186
1989,13.173
1989,13.255
1989,13.323
1989,13.292
1989,13.32
1989,13.335
1989,13.284
1989,13.337
1989,13.468
1989,13.521
1989,13.555
1989,13.575
1989,13.564
1989,13.655
1989,13.746
1989,13.758
1989,13.771
1989,13.768
1989,13.889
1989,13.88
1989,13.927
1989,14.099
1990,14.319
1990,14.384
1990,14.283
1990,14.321
1990,14.303
1990,14.407
1990,14.497
1990,14.54
1990,14.623
1990,14.663
1990,14.66
1990,14.716
1990,14.685
1990,14.74
1990,14.728
1990,14.671
1990,14.741
1990,14.899
1990,14.959
1990,15.004
1990,14.977
1990,15.018
1990,15.023
1990,14.983
1990,15.021
1990,15.194
1990,15.074
1990,15.083
1990,15.17
1990,15.257
1990,15.318
1990,15.351
1990,15.39
1990,15.383
1990,15.36
1990,15.38
1990,15.277
1990,15.311
1990,15.369
1990,15.404
1990,15.598
1990,15.627
1990,15.527
1990,15.433
1990,15.433
1990,15.445
1990,15.539
1990,15.612
1990,15.64
1990,15.658
1990,15.753
1990,15.678
1990,15.681
1990,15.705
1990,15.79
1990,15.842
1990,15.938
1990,16.022
1990,16.044
1990,16.021
1990,16.058
1990,16.066
1990,16.084
1990,16.06
1990,16.001
1990,15.961
1990,15.992
1990,16.083
1990,16.095
1990,16.167
1990,16.249
1990,16.2
1990,16.173
1990,16.059
1990,15.98
1990,15.859
1990,15.739
1990,15.715
1990,15.627
1990,15.683
1990,15.734
1990,15.771
1990,15.74
1990,15.609
1990,15.564
1990,15.479
1990,15.483
1990,15.526
1990,15.54
1990,15.551
1990,15.533
1990,15.483
1990,15.551
1990,15.524
1990,15.455
1990,15.402
1990,15.393
1990,15.275
1990,15.037
1990,14.897
1990,14.85
1990,14.743
1990,14.664
1990,14.673
1990,14.627
1990,14.566
1990,14.384
1990,14.303
1990,14.247
1990,14.364
1990,14.322
1990,14.268
1990,14.212
1990,14.162
1990,14.051
1990,14.04
1990,13.981
1990,13.85
1990,13.798
1990,13.847
1990,13.621
1990,13.587
1990,13.571
1990,13.563
1990,13.6
1990,13.614
1990,13.609
1990,13.556
1990,13.502
1990,13.432
1990,13.423
1990,13.419
1990,13.31
1990,13.277
1990,13.284
1990,13.284
1990,13.217
1990,13.218
1990,13.167
1990,13.185
1990,13.155
1990,13.04
1990,12.969
1990,12.972
1990,12.922
1990,12.871
1990,12.794
1990,12.776
1990,12.753
1990,12.705
1990,12.605
1990,12.361
1990,12.258
1990,12.257
1990,12.16
1990,12.145
1990,12.107
1990,12.056
1990,12.002
1990,11.952
1990,11.927
1990,11.849
1990,11.773
1990,11.765
1990,11.751
1990,11.75
1990,11.682
1990,11.59
1990,11.497
1990,11.487
1990,11.372
1990,11.336
1990,11.34
1990,11.308
1990,11.229
1990,11.164
1990,11.116
1990,11.088
1990,11.049
1990,10.991
1990,10.855
1990,10.624
1990,10.571
1990,10.49
1990,10.438
1990,10.328
1990,10.305
1990,10.21
1990,10.079
1990,10.043
1990,9.881
1990,9.815
1990,9.711
1990,9.599
1990,9.548
1990,9.284
1990,9.16
1990,9.084
1990,9.04
1990,8.949
1990,8.86
1990,8.813
1990,8.759
1990,8.569
1990,8.451
1990,8.312
1990,8.208
1990,8.095
1990,7.912
1990,7.891
1990,7.864
1990,7.752
1990,7.686
1990,7.536
1990,7.52
1990,7.505
1990,7.368
1990,7.307
1990,7.15
1990,7.164
1990,7.098
1990,7.068
1990,7.018
1990,7.007
1990,6.924
1990,6.891
1990,6.861
1990,6.723
1990,6.649
1990,6.607
1990,6.6
1990,6.511
1990,6.564
1990,6.46
1990,6.41
1990,6.359
1990,6.318
1990,6.274
1990,6.254
1990,6.238
1990,6.21
1990,6.231
1990,6.211
1990,6.198
1990,6.191
1990,6.207
1990,6.116
1990,6.141
1990,6.162
1990,6.127
1990,6.161
1990,6.197
1990,6.117
1990,6.094
1990,6.147
1990,6.103
1990,6.111
1990,6.131
1990,6.089
1990,6.133
1990,6.035
1990,6.031
1990,6.066
1990,6.011
1990,6.039
1990,6.074
1990,6.125
1990,6.141
1990,6.135
1990,6.174
1990,6.252
1990,6.338
1990,6.438
1990,6.626
1990,6.74
1990,6.879
1990,7.063
1990,7.172
1990,7.196
1990,7.242
1990,7.294
1990,7.472
1990,7.608
1990,7.692
1990,7.846
1990,7.943
1990,8.137
1990,8.409
1990,8.551
1990,8.722
1990,8.977
1990,9.102
1990,9.297
1990,9.452
1990,9.549
1990,9.595
1990,9.579
1990,9.665
1990,9.757
1990,9.827
1990,9.854
1990,9.878
1990,9.906
1990,10.003
1990,10.155
1990,10.279
1990,10.317
1990,10.266
1990,10.337
1990,10.396
1990,10.521
1990,10.643
1990,10.696
1990,10.775
1990,10.822
1990,10.831
1990,10.928
1990,10.956
1990,11.018
1990,11.105
1990,11.19
1990,11.209
1990,11.248
1990,11.279
1990,11.503
1990,11.529
1990,11.535
1990,11.557
1990,11.68
1990,11.689
1990,11.763
1990,11.91
1990,12.056
1990,12.063
1990,12.279
1990,12.422
1990,12.47
1990,12.548
1990,12.643
1990,12.653
1990,12.613
1990,12.683
1990,12.756
1990,12.818
1990,12.845
1990,12.915
1990,13.019
1990,13.106
1990,13.158
1990,13.226
1990,13.353
1990,13.28
1990,13.324
1990,13.417
1990,13.525
1990,13.563
1990,13.62
1990,13.62
1990,13.601
1990,13.541
1990,13.48
1990,13.432
1990,13.439
1990,13.437
1990,13.486
1991,13.634
1991,13.831
1991,13.847
1991,13.858
1991,13.872
1991,13.958
1991,13.976
1991,13.985
1991,14.071
1991,14.141
1991,14.205
1991,14.212
1991,14.348
1991,14.346
1991,14.389
1991,14.404
1991,14.468
1991,14.458
1991,14.561
1991,14.577
1991,14.635
1991,14.642
1991,14.711
1991,14.715
1991,14.789
1991,14.742
1991,14.753
1991,14.762
1991,14.744
1991,14.813
1991,14.831
1991,14.852
1991,14.84
1991,14.86
1991,14.779
1991,14.855
1991,14.849
1991,14.886
1991,14.955
1991,15.018
1991,15.066
1991,15.12
1991,15.169
1991,15.28
1991,15.347
1991,15.372
1991,15.388
1991,15.412
1991,15.417
1991,15.499
1991,15.56
1991,15.467
1991,15.459
1991,15.596
1991,15.575
1991,15.647
1991,15.586
1991,15.6
1991,15.529
1991,15.488
1991,15.509
1991,15.422
1991,15.326
1991,15.352
1991,15.437
1991,15.39
1991,15.51
1991,15.487
1991,15.472
1991,15.454
1991,15.436
1991,15.459
1991,15.501
1991,15.472
1991,15.521
1991,15.48
1991,15.499
1991,15.536
1991,15.448
1991,15.379
1991,15.361
1991,15.27
1991,15.325
1991,15.388
1991,15.371
1991,15.221
1991,15.221
1991,15.282
1991,15.432
1991,15.451
1991,15.482
1991,15.463
1991,15.41
1991,15.363
1991,15.372
1991,15.355
1991,15.278
1991,15.265
1991,15.196
1991,15.116
1991,14.983
1991,14.939
1991,14.891
1991,14.899
1991,14.85
1991,14.787
1991,14.81
1991,14.753
1991,14.635
1991,14.63
1991,14.62
1991,14.606
1991,14.583
1991,14.519
1991,14.478
1991,14.418
1991,14.34
1991,14.249
1991,14.273
1991,14.229
1991,14.068
1991,14.01
1991,13.944
1991,13.945
1991,13.862
1991,13.815
1991,13.801
1991,13.756
1991,13.702
1991,13.677
1991,13.612
1991,13.667
1991,13.62
1991,13.56
1991,13.474
1991,13.495
1991,13.48
1991,13.394
1991,13.35
1991,13.314
1991,13.266
1991,13.192
1991,13.196
1991,13.144
1991,13.122
1991,13.104
1991,13.073
1991,13.038
1991,13.051
1991,12.97
1991,12.965
1991,12.781
1991,12.756
1991,12.755
1991,12.707
1991,12.667
1991,12.623
1991,12.556
1991,12.526
1991,12.425
1991,12.346
1991,12.251
1991,12.271
1991,12.263
1991,12.197
1991,12.116
1991,12.063
1991,12.026
1991,11.959
1991,11.946
1991,11.931
1991,11.877
1991,11.904
1991,11.821
1991,11.674
1991,11.629
1991,11.646
1991,11.495
1991,11.433
1991,11.319
1991,11.278
1991,10.992
1991,10.885
1991,10.79
1991,10.72
1991,10.58
1991,10.306
1991,10.212
1991,10.242
1991,10.173
1991,10.023
1991,10.07
1991,9.852
1991,9.758
1991,9.594
1991,9.491
1991,9.458
1991,9.307
1991,9.216
1991,9.213
1991,9.197
1991,9.049
1991,9.006
1991,8.944
1991,8.891
1991,8.829
1991,8.603
1991,8.513
1991,8.405
1991,8.323
1991,8.224
1991,8.069
1991,7.969
1991,7.98
1991,7.859
1991,7.744
1991,7.788
1991,7.811
1991,7.715
1991,7.722
1991,7.731
1991,7.642
1991,7.629
1991,7.586
1991,7.516
1991,7.464
1991,7.466
1991,7.465
1991,7.404
1991,7.306
1991,7.349
1991,7.33
1991,7.23
1991,7.218
1991,7.185
1991,7.102
1991,7.151
1991,7.02
1991,6.97
1991,6.976
1991,6.889
1991,6.873
1991,6.786
1991,6.766
1991,6.706
1991,6.797
1991,6.796
1991,6.728
1991,6.617
1991,6.516
1991,6.465
1991,6.464
1991,6.445
1991,6.434
1991,6.369
1991,6.35
1991,6.28
1991,6.284
1991,6.259
1991,6.367
1991,6.319
1991,6.384
1991,6.386
1991,6.325
1991,6.297
1991,6.33
1991,6.411
1991,6.416
1991,6.431
1991,6.432
1991,6.511
1991,6.602
1991,6.7
1991,6.85
1991,6.988
1991,7.027
1991,7.16
1991,7.25
1991,7.35
1991,7.499
1991,7.579
1991,7.713
1991,7.811
1991,8.002
1991,8.243
1991,8.448
1991,8.609
1991,8.798
1991,8.924
1991,8.999
1991,9.184
1991,9.174
1991,9.194
1991,9.252
1991,9.257
1991,9.309
1991,9.348
1991,9.318
1991,9.404
1991,9.511
1991,9.576
1991,9.671
1991,9.64
1991,9.696
1991,9.854
1991,9.984
1991,10.048
1991,10.052
1991,10.161
1991,10.236
1991,10.294
1991,10.412
1991,10.53
1991,10.619
1991,10.653
1991,10.718
1991,10.773
1991,10.769
1991,10.779
1991,10.948
1991,10.946
1991,10.985
1991,11.077
1991,11.133
1991,11.202
1991,11.287
1991,11.396
1991,11.512
1991,11.615
1991,11.681
1991,11.667
1991,11.718
1991,11.725
1991,11.764
1991,12.026
1991,12.078
1991,12.104
1991,12.217
1991,12.3
1991,12.331
1991,12.377
1991,12.49
1991,12.517
1991,12.526
1991,12.58
1991,12.606
1991,12.808
1991,12.836
1991,12.907
1991,12.969
1991,12.994
1991,13.13
1991,13.083
1991,13.098
1991,13.14
1991,13.215
1991,13.367
1991,13.346
1991,13.465
1991,13.597
1991,13.658
1991,13.8
1991,13.954
1991,13.885
1991,13.894
1992,14.069
1992,14.092
1992,14.141
1992,14.072
1992,14.185
1992,14.254
1992,14.282
1992,14.406
1992,14.419
1992,14.481
1992,14.509
1992,14.51
1992,14.543
1992,14.631
1992,14.56
1992,14.52
1992,14.614
1992,14.658
1992,14.745
1992,14.772
1992,14.83
1992,14.906
1992,14.932
1992,14.946
1992,14.905
1992,15
1992,15.1
1992,15.212
1992,15.182
1992,15.188
1992,15.259
1992,15.419
1992,15.387
1992,15.396
1992,15.396
1992,15.365
1992,15.481
1992,15.446
1992,15.424
1992,15.43
1992,15.358
1992,15.318
1992,15.367
1992,15.382
1992,15.449
1992,15.466
1992,15.567
1992,15.561
1992,15.518
1992,15.532
1992,15.508
1992,15.523
1992,15.574
1992,15.535
1992,15.53
1992,15.494
1992,15.53
1992,15.496
1992,15.532
1992,15.417
1992,15.487
1992,15.516
1992,15.44
1992,15.402
1992,15.39
1992,15.399
1992,15.424
1992,15.48
1992,15.527
1992,15.525
1992,15.546
1992,15.576
1992,15.521
1992,15.493
1992,15.476
1992,15.422
1992,15.371
1992,15.406
1992,15.461
1992,15.505
1992,15.512
1992,15.547
1992,15.535
1992,15.56
1992,15.57
1992,15.569
1992,15.554
1992,15.543
1992,15.401
1992,15.41
1992,15.347
1992,15.311
1992,15.222
1992,15.135
1992,15.108
1992,15.013
1992,14.935
1992,14.93
1992,14.884
1992,14.809
1992,14.736
1992,14.747
1992,14.719
1992,14.708
1992,14.689
1992,14.709
1992,14.652
1992,14.677
1992,14.622
1992,14.607
1992,14.595
1992,14.563
1992,14.606
1992,14.571
1992,14.463
1992,14.351
1992,14.303
1992,14.297
1992,14.198
1992,14.121
1992,14.026
1992,13.867
1992,13.801
1992,13.657
1992,13.566
1992,13.53
1992,13.536
1992,13.502
1992,13.521
1992,13.436
1992,13.356
1992,13.24
1992,13.23
1992,13.192
1992,13.186
1992,13.162
1992,13.13
1992,13.089
1992,13.12
1992,13.09
1992,13.069
1992,13.06
1992,13.043
1992,12.978
1992,12.988
1992,12.934
1992,12.915
1992,12.947
1992,12.96
1992,12.89
1992,12.878
1992,12.809
1992,12.665
1992,12.644
1992,12.593
1992,12.59
1992,12.461
1992,12.415
1992,12.379
1992,12.382
1992,12.353
1992,12.334
1992,12.336
1992,12.32
1992,12.275
1992,12.266
1992,12.189
1992,12.16
1992,12.107
1992,12.026
1992,11.989
1992,12.014
1992,11.904
1992,11.886
1992,11.911
1992,11.852
1992,11.797
1992,11.82
1992,11.752
1992,11.732
1992,11.682
1992,11.569
1992,11.38
1992,11.341
1992,11.28
1992,11.242
1992,11.198
1992,11.087
1992,11.052
1992,10.988
1992,10.919
1992,10.825
1992,10.853
1992,10.723
1992,10.648
1992,10.603
1992,10.481
1992,10.333
1992,10.274
1992,10.252
1992,10.133
1992,10.058
1992,9.9
1992,9.906
1992,9.838
1992,9.744
1992,9.562
1992,9.437
1992,9.358
1992,9.304
1992,9.184
1992,9.076
1992,9.038
1992,8.888
1992,8.813
1992,8.707
1992,8.638
1992,8.545
1992,8.505
1992,8.401
1992,8.256
1992,8.185
1992,8.142
1992,7.999
1992,8.015
1992,8.009
1992,7.994
1992,7.915
1992,7.794
1992,7.757
1992,7.73
1992,7.775
1992,7.682
1992,7.674
1992,7.614
1992,7.562
1992,7.536
1992,7.446
1992,7.428
1992,7.4
1992,7.404
1992,7.346
1992,7.286
1992,7.237
1992,7.235
1992,7.319
1992,7.296
1992,7.279
1992,7.234
1992,7.169
1992,7.159
1992,7.212
1992,7.27
1992,7.269
1992,7.252
1992,7.256
1992,7.245
1992,7.28
1992,7.281
1992,7.324
1992,7.361
1992,7.419
1992,7.428
1992,7.483
1992,7.519
1992,7.576
1992,7.641
1992,7.728
1992,7.752
1992,7.85
1992,7.975
1992,8.068
1992,8.137
1992,8.194
1992,8.359
1992,8.387
1992,8.545
1992,8.619
1992,8.732
1992,8.819
1992,8.801
1992,8.885
1992,8.971
1992,9.052
1992,9.097
1992,9.177
1992,9.292
1992,9.281
1992,9.327
1992,9.41
1992,9.422
1992,9.43
1992,9.482
1992,9.473
1992,9.505
1992,9.626
1992,9.743
1992,9.771
1992,9.828
1992,9.794
1992,9.787
1992,9.901
1992,10.019
1992,10.158
1992,10.212
1992,10.376
1992,10.398
1992,10.368
1992,10.431
1992,10.424
1992,10.564
1992,10.653
1992,10.723
1992,10.669
1992,10.756
1992,10.844
1992,10.971
1992,11.051
1992,11.016
1992,11.138
1992,11.361
1992,11.576
1992,11.653
1992,11.81
1992,11.907
1992,11.986
1992,11.98
1992,12.103
1992,12.253
1992,12.273
1992,12.288
1992,12.348
1992,12.424
1992,12.511
1992,12.505
1992,12.715
1992,12.811
1992,12.855
1992,12.998
1992,13.013
1992,13.134
1992,13.189
1992,13.14
1992,13.116
1992,13.212
1992,13.355
1992,13.239
1992,13.298
1992,13.324
1992,13.417
1992,13.479
1992,13.429
1992,13.468
1992,13.57
1992,13.612
1992,13.619
1992,13.672
1992,13.67
1992,13.67
1992,13.666
1992,13.733
1992,13.736
1992,13.792
1992,13.837
1992,13.915
1992,13.945
1993,14.035
1993,14.141
1993,14.25
1993,14.255
1993,14.266
1993,14.22
1993,14.348
1993,14.434
1993,14.493
1993,14.507
1993,14.523
1993,14.593
1993,14.623
1993,14.765
1993,14.899
1993,14.985
1993,15.109
1993,15.138
1993,15.154
1993,15.206
1993,15.175
1993,15.324
1993,15.31
1993,15.394
1993,15.447
1993,15.515
1993,15.551
1993,15.601
1993,15.548
1993,15.507
1993,15.462
1993,15.449
1993,15.475
1993,15.555
1993,15.51
1993,15.52
1993,15.525
1993,15.65
1993,15.707
1993,15.778
1993,15.933
1993,15.796
1993,15.726
1993,15.744
1993,15.634
1993,15.652
1993,15.637
1993,15.763
1993,15.82
1993,15.798
1993,15.819
1993,15.799
1993,15.885
1993,15.874
1993,15.749
1993,15.553
1993,15.525
1993,15.611
1993,15.711
1993,15.754
1993,15.825
1993,15.839
1993,15.764
1993,15.882
1993,15.888
1993,15.878
1993,15.914
1993,15.929
1993,15.906
1993,15.985
1993,15.965
1993,16.048
1993,16.031
1993,15.865
1993,15.835
1993,15.86
1993,15.784
1993,15.635
1993,15.656
1993,15.734
1993,15.732
1993,15.776
1993,15.775
1993,15.719
1993,15.754
1993,15.699
1993,15.67
1993,15.74
1993,15.736
1993,15.63
1993,15.598
1993,15.527
1993,15.466
1993,15.398
1993,15.38
1993,15.381
1993,15.396
1993,15.348
1993,15.257
1993,15.286
1993,15.319
1993,15.296
1993,15.273
1993,15.248
1993,15.19
1993,15.182
1993,15.168
1993,15.079
1993,15.015
1993,14.957
1993,15.032
1993,14.88
1993,14.802
1993,14.837
1993,14.758
1993,14.717
1993,14.509
1993,14.391
1993,14.341
1993,14.285
1993,14.172
1993,14.134
1993,14.028
1993,14.036
1993,13.955
1993,13.902
1993,13.862
1993,13.872
1993,13.797
1993,13.674
1993,13.657
1993,13.604
1993,13.599
1993,13.571
1993,13.469
1993,13.37
1993,13.307
1993,13.21
1993,13.188
1993,13.061
1993,13.044
1993,12.957
1993,12.929
1993,12.887
1993,12.9
1993,12.812
1993,12.75
1993,12.758
1993,12.681
1993,12.665
1993,12.564
1993,12.431
1993,12.429
1993,12.363
1993,12.375
1993,12.342
1993,12.297
1993,12.278
1993,12.254
1993,12.248
1993,12.145
1993,12.095
1993,12.097
1993,12.024
1993,11.984
1993,11.907
1993,11.821
1993,11.842
1993,11.826
1993,11.709
1993,11.668
1993,11.637
1993,11.58
1993,11.575
1993,11.514
1993,11.45
1993,11.346
1993,11.318
1993,11.304
1993,11.199
1993,11.069
1993,10.845
1993,10.809
1993,10.751
1993,10.67
1993,10.571
1993,10.416
1993,10.176
1993,10.098
1993,10.003
1993,9.909
1993,9.735
1993,9.619
1993,9.583
1993,9.488
1993,9.449
1993,9.326
1993,9.293
1993,9.172
1993,9.062
1993,9.047
1993,9.068
1993,8.944
1993,8.849
1993,8.827
1993,8.76
1993,8.679
1993,8.594
1993,8.5
1993,8.498
1993,8.518
1993,8.508
1993,8.306
1993,8.204
1993,8.134
1993,8.128
1993,8.119
1993,8.07
1993,7.96
1993,7.912
1993,7.852
1993,7.757
1993,7.633
1993,7.56
1993,7.443
1993,7.41
1993,7.326
1993,7.247
1993,7.208
1993,7.194
1993,7.12
1993,7.079
1993,7.009
1993,6.934
1993,6.856
1993,6.814
1993,6.853
1993,6.714
1993,6.633
1993,6.528
1993,6.469
1993,6.464
1993,6.449
1993,6.348
1993,6.321
1993,6.304
1993,6.265
1993,6.205
1993,6.163
1993,6.162
1993,6.175
1993,6.218
1993,6.206
1993,6.22
1993,6.201
1993,6.161
1993,6.189
1993,6.189
1993,6.212
1993,6.295
1993,6.352
1993,6.365
1993,6.391
1993,6.341
1993,6.401
1993,6.457
1993,6.52
1993,6.64
1993,6.778
1993,6.9
1993,6.91
1993,6.99
1993,7.021
1993,7.251
1993,7.312
1993,7.292
1993,7.401
1993,7.65
1993,7.862
1993,8.057
1993,8.188
1993,8.336
1993,8.376
1993,8.535
1993,8.713
1993,8.883
1993,8.935
1993,8.908
1993,8.873
1993,8.886
1993,8.939
1993,8.999
1993,9.046
1993,9.147
1993,9.233
1993,9.358
1993,9.522
1993,9.596
1993,9.62
1993,9.684
1993,9.776
1993,9.849
1993,9.985
1993,10.158
1993,10.29
1993,10.424
1993,10.553
1993,10.639
1993,10.7
1993,10.794
1993,10.874
1993,10.988
1993,11.031
1993,11.032
1993,11.082
1993,11.14
1993,11.286
1993,11.326
1993,11.422
1993,11.361
1993,11.413
1993,11.435
1993,11.511
1993,11.61
1993,11.55
1993,11.594
1993,11.653
1993,11.746
1993,11.889
1993,11.917
1993,11.994
1993,12.04
1993,12.108
1993,12.16
1993,12.288
1993,12.345
1993,12.431
1993,12.475
1993,12.633
1993,12.69
1993,12.772
1993,12.97
1993,13.033
1993,13.147
1993,13.225
1993,13.246
1993,13.188
1993,13.281
1993,13.354
1993,13.414
1993,13.453
1993,13.59
1993,13.645
1993,13.783
1993,13.678
1993,13.68
1993,13.623
1993,13.631
1993,13.786
1993,13.867
1993,13.903
1993,13.886
1993,13.927
1993,13.977
1993,13.967
1994,14.095
1994,14.11
1994,14.042
1994,14.168
1994,14.231
1994,14.295
1994,14.381
1994,14.322
1994,14.397
1994,14.476
1994,14.515
1994,14.58
1994,14.595
1994,14.617
1994,14.685
1994,14.757
1994,14.807
1994,14.895
1994,14.865
1994,14.894
1994,14.948
1994,14.933
1994,15.021
1994,15.054
1994,15.089
1994,15.141
1994,15.255
1994,15.299
1994,15.359
1994,15.4
1994,15.397
1994,15.409
1994,15.42
1994,15.438
1994,15.429
1994,15.479
1994,15.515
1994,15.474
1994,15.521
1994,15.46
1994,15.525
1994,15.539
1994,15.541
1994,15.549
1994,15.579
1994,15.492
1994,15.507
1994,15.549
1994,15.581
1994,15.624
1994,15.701
1994,15.77
1994,15.738
1994,15.686
1994,15.682
1994,15.613
1994,15.592
1994,15.641
1994,15.679
1994,15.675
1994,15.765
1994,15.729
1994,15.735
1994,15.711
1994,15.658
1994,15.634
1994,15.601
1994,15.491
1994,15.502
1994,15.55
1994,15.521
1994,15.559
1994,15.589
1994,15.607
1994,15.562
1994,15.498
1994,15.475
1994,15.45
1994,15.368
1994,15.399
1994,15.399
1994,15.502
1994,15.543
1994,15.494
1994,15.523
1994,15.553
1994,15.555
1994,15.551
1994,15.485
1994,15.478
1994,15.47
1994,15.357
1994,15.307
1994,15.241
1994,15.146
1994,15.142
1994,15.095
1994,15.076
1994,15.088
1994,15.116
1994,15.052
1994,14.997
1994,15.004
